vehicle_id,timestamp,engine_speed_rpm,vehicle_speed_kmh,engine_load_pct,accelerator_pedal_pct,coolant_temp_c,oil_pressure_kpa,fuel_rail_pressure_mpa,battery_voltage_v,maf_g_s,charging_status,dtc_flag,oil_pressure_below_manual_check,idle_out_of_target,fuel_rail_low_at_idle,cooling_high_demo_flag,operating_scenario
ISZ-008,2026-09-08 11:30:00,1617.0,27.8,45.0,8,87.8,324.9,64.6,27.44,89.1,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 11:40:00,1453.0,40.5,93.7,58.1,86.3,335.6,70.8,27.46,129.1,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 11:50:00,1860.0,68.3,84.1,29.0,90.1,346.0,68.5,26.6,90.8,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 12:00:00,1896.0,40.7,72.0,38.3,87.7,317.2,65.1,27.44,120.9,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 12:10:00,1410.0,45.8,36.4,56.0,91.5,355.0,80.9,27.09,104.4,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 12:20:00,946.0,55.4,81.4,59.9,93.0,319.6,73.2,27.83,81.4,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 12:30:00,1238.0,53.0,73.3,48.4,85.5,352.2,56.7,26.94,158.6,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 12:40:00,1857.0,32.1,78.0,14.1,90.1,287.8,61.6,26.8,161.3,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 12:50:00,1162.0,22.6,63.0,58.4,91.8,298.8,77.6,27.02,112.2,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 13:00:00,1517.0,60.3,64.9,54.8,83.2,324.6,83.3,26.37,63.8,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 13:10:00,1547.0,88.0,50.8,67.5,85.9,335.2,60.7,26.97,98.6,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 13:20:00,1960.0,41.4,44.2,14.0,85.8,332.0,71.4,27.34,99.7,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 13:30:00,1016.0,35.2,44.1,22.9,96.6,272.3,79.9,27.36,70.5,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 13:40:00,1316.0,59.8,42.0,38.8,90.8,327.4,70.5,27.28,105.5,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 13:50:00,1584.0,41.0,88.9,77.4,92.7,342.4,66.3,27.04,96.6,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 14:00:00,526.0,0,16.4,2.4,89.3,247.0,26.2,27.61,32.8,Normal,0,0,1,0,0,Normal operation
ISZ-008,2026-09-08 14:10:00,559.0,0.7,7.0,0.5,91.2,285.2,37.0,26.58,55.1,Normal,0,0,1,0,0,Normal operation
ISZ-008,2026-09-08 14:20:00,541.0,2.5,22.4,0,88.5,220.1,34.5,27.16,40.5,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 14:30:00,553.0,0,15.9,0,85.8,283.1,41.1,27.24,8,Normal,0,0,1,0,0,Normal operation
ISZ-008,2026-09-08 14:40:00,1013.0,25.6,20,24.3,90.0,281.4,65.2,26.64,133.9,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 14:50:00,1283.0,72.5,36.1,76.9,83.5,335.1,53.0,27.26,133.3,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 15:00:00,1434.0,34.1,30.1,32.6,88.6,290.7,65.8,27.39,82.8,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 15:10:00,1855.0,16.7,63.2,47.7,92.0,345.6,55.0,27.56,126.9,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 15:20:00,1274.0,46.1,62.4,46.7,77.1,320.8,63.9,27.45,103.1,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 15:30:00,1837.0,57.7,51.1,39.6,81.1,356.6,77.9,27.49,120.6,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 15:40:00,1151.0,40.3,47.9,72.7,91.3,317.7,77.1,27.56,61.7,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 15:50:00,2119.0,44.9,57.2,65.0,85.4,349.1,83.0,26.41,155.5,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 16:00:00,1358.0,30.3,40.5,41.9,86.5,327.5,50.7,27.91,84.8,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 16:10:00,1810.0,26.7,59.2,16.3,82.4,341.6,58.5,26.97,124.6,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 16:20:00,1436.0,65.1,61.7,15.9,87.4,325.0,68.8,26.96,128.7,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 16:30:00,1230.0,49.3,47.1,43.1,80.5,343.3,66.6,27.4,58.3,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 16:40:00,1383.0,48.2,51.3,54.5,90.3,329.2,63.2,27.48,117.5,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 16:50:00,1462.0,78.2,43.4,44.6,83.6,357.3,62.8,26.77,61.9,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 17:00:00,1667.0,47.1,59.4,45.2,83.0,336.5,59.6,26.96,95.4,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 17:10:00,1418.0,28.2,61.5,36.3,88.1,332.2,61.6,26.98,92.4,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 17:20:00,2162.0,43.5,37.7,35.7,80.7,356.7,50.8,26.77,96.8,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 17:30:00,1701.0,61.6,36.7,35.5,86.6,322.0,71.7,27.59,99.5,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 17:40:00,2107.0,57.6,58.3,72.2,90.6,325.6,58.6,27.35,95.1,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 17:50:00,1828.0,42.8,44.5,38.0,77.5,366.5,73.3,26.48,117.4,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 18:00:00,550.0,3.9,27.0,2.1,90.4,288.8,19.1,26.84,36.6,Normal,0,0,1,1,0,Normal operation
ISZ-008,2026-09-08 18:10:00,551.0,1.5,15.9,0.6,96.0,219.2,32.8,27.29,9.5,Normal,0,0,1,0,0,Normal operation
ISZ-008,2026-09-08 18:20:00,543.0,2.5,19.6,0,81.7,244.0,30.9,27.77,13.1,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 18:30:00,540.0,1.5,20.9,3.2,84.5,220.3,37.8,27.49,33.3,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 18:40:00,1795.0,31.1,33.8,44.1,85.5,322.5,65.0,27.93,115.5,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 18:50:00,1944.0,35.7,60.4,24.9,89.0,330.4,64.9,27.17,90.8,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 19:00:00,2314.0,77.0,60.9,46.5,87.3,345.9,64.3,27.36,98.4,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 19:10:00,2358.0,59.2,73.0,29.2,80.8,300.9,56.0,27.34,90.1,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 19:20:00,998.0,68.4,59.1,80.0,90.5,353.2,54.7,27.51,110.9,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 19:30:00,1214.0,43.5,50.9,67.8,84.6,342.0,69.1,26.63,136.4,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 19:40:00,1426.0,47.1,76.0,41.4,85.4,366.6,68.6,26.6,46.7,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 19:50:00,1732.0,67.8,60.9,24.7,84.8,324.5,58.4,27.41,59.3,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 20:00:00,1386.0,55.4,79.2,50.3,83.2,322.9,69.5,27.45,129.2,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 20:10:00,972.0,58.9,60.5,69.7,88.3,302.0,55.7,26.4,78.8,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 20:20:00,1574.0,34.0,79.3,64.7,86.4,341.4,70.2,26.87,122.9,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 20:30:00,1857.0,79.5,69.6,22.2,86.2,335.5,67.7,27.45,102.8,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 20:40:00,1613.0,58.9,53.6,86.1,87.1,289.3,82.9,27.24,66.1,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 20:50:00,1768.0,48.5,31.1,60.5,82.1,350.9,69.0,27.47,128.7,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 21:00:00,1122.0,37.1,70.5,59.2,91.8,282.3,72.6,27.22,99.8,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 21:10:00,1194.0,31.7,39.3,49.9,81.1,300.4,62.1,26.78,85.9,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 21:20:00,1231.0,52.6,53.2,49.1,91.4,364.4,56.2,27.68,67.6,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 21:30:00,1744.0,68.2,64.0,56.9,86.8,327.0,61.6,27.76,124.0,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 21:40:00,1567.0,83.1,76.4,21.0,90.1,298.5,78.3,27.21,87.8,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 21:50:00,1762.0,16.9,53.4,58.6,80.2,352.7,73.2,27.31,94.2,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 22:00:00,534.0,0,5,5.5,84.7,231.3,31.0,27.91,16.4,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 22:10:00,538.0,1.7,27.5,2.0,82.7,244.2,47.8,27.64,27.6,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 22:20:00,534.0,1.8,20.1,1.8,89.2,334.2,24.6,27.13,39.6,Normal,0,0,0,1,0,Normal operation
ISZ-008,2026-09-08 22:30:00,549.0,2.1,18.1,1.8,84.3,234.7,27.1,27.32,32.5,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 22:40:00,1408.0,43.8,46.1,43.1,82.2,336.4,51.5,26.81,82.2,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 22:50:00,1759.0,43.9,56.6,8,89.1,367.3,54.1,27.04,112.1,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 23:00:00,1075.0,71.0,64.2,24.0,90.6,348.0,62.2,27.76,89.4,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 23:10:00,1298.0,56.9,47.3,30.6,92.6,311.0,70.1,27.93,100.2,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 23:20:00,1066.0,44.4,55.1,41.9,88.3,353.7,70.5,26.9,42.4,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 23:30:00,1885.0,67.1,85.1,36.9,87.5,339.2,61.3,26.72,84.3,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 23:40:00,1677.0,20.7,95,26.0,82.9,314.0,62.8,27.08,86.0,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-08 23:50:00,903.0,64.6,71.1,28.0,83.3,364.4,58.5,26.96,70.1,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-09 00:00:00,1804.0,79.1,93.3,34.5,85.6,353.6,61.2,26.51,138.4,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-09 00:10:00,1890.0,13.2,53.5,8,94.4,324.4,64.8,26.41,83.5,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-09 00:20:00,2069.0,19.0,56.5,62.5,87.9,338.5,73.6,26.95,65.1,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-09 00:30:00,1360.0,46.0,83.9,47.4,91.5,368.3,51.8,27.7,42.1,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-09 00:40:00,1915.0,72.1,57.8,57.7,85.0,312.7,56.5,26.49,78.2,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-09 00:50:00,1123.0,49.9,41.2,62.0,88.0,329.8,67.5,27.17,87.2,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-09 01:00:00,1637.0,57.7,48.1,73.2,75.5,320.2,76.5,27.22,91.4,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-09 01:10:00,1704.0,60.2,72.9,69.8,92.6,371.3,67.5,27.42,75.1,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-09 01:20:00,1407.0,61.7,59.6,51.0,82.9,355.7,57.7,27.33,70.0,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-09 01:30:00,1633.0,34.3,68.7,22.4,86.4,365.5,60.2,27.09,115.1,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-09 01:40:00,1211.0,65.9,91.1,42.9,92.1,329.5,57.1,27.0,60.8,Normal,0,0,0,0,0,Normal operation
ISZ-008,2026-09-09 01:50:00,1522.0,49.4,48.1,43.8,91.8,357.8,68.9,27.66,131.2,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 06:00:00,533.0,2.0,23.0,2.3,85.1,288.5,14.6,27.19,67.2,Normal,0,0,0,1,0,Normal operation
ISZ-009,2026-09-08 06:10:00,553.0,3.5,17.6,1.7,87.4,290.9,49.3,27.76,46.8,Normal,0,0,1,0,0,Normal operation
ISZ-009,2026-09-08 06:20:00,539.0,2.1,18.1,0,88.1,173.1,30.4,26.85,38.0,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 06:30:00,542.0,1.2,14.1,1.8,88.1,248.3,48.5,27.61,47.4,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 06:40:00,1731.0,40.7,71.9,35.6,89.2,284.2,70.4,26.95,104.6,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 06:50:00,1597.0,68.5,92.2,33.8,87.2,285.6,66.0,27.46,119.8,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 07:00:00,1614.0,41.3,22.9,68.4,91.4,324.7,79.0,27.31,80.2,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 07:10:00,1085.0,31.6,70.9,52.3,93.2,307.9,60.5,27.15,122.5,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 07:20:00,1336.0,72.9,73.4,24.7,83.2,364.1,61.4,27.73,109.7,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 07:30:00,1757.0,21.7,52.7,44.9,98.1,351.9,58.2,28.42,89.6,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 07:40:00,1500.0,51.3,43.9,57.5,85.7,348.2,77.7,27.21,49.0,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 07:50:00,1679.0,49.2,69.4,72.6,92.3,341.4,62.6,26.89,83.6,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 08:00:00,1624.0,64.0,84.5,34.3,80.0,325.9,83.0,27.36,58.9,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 08:10:00,1229.0,48.2,74.5,28.1,91.5,303.4,74.6,27.46,87.1,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 08:20:00,1936.0,44.3,77.8,28.3,91.4,333.3,60.8,26.99,94.7,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 08:30:00,909.0,58.3,70.1,53.9,87.0,353.8,57.7,27.07,65.5,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 08:40:00,1553.0,84.3,48.4,27.4,88.2,385.6,57.5,27.02,95.8,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 08:50:00,1604.0,42.6,60.4,50.2,86.1,294.6,80.7,26.42,75.1,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 09:00:00,1342.0,53.0,87.4,23.9,86.1,309.6,73.7,27.02,125.8,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 09:10:00,1804.0,43.3,37.4,11.2,86.5,363.7,65.5,26.42,101.4,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 09:20:00,841.0,67.0,78.2,69.8,80.4,395.4,58.4,27.11,109.2,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 09:30:00,969.0,36.0,59.7,42.3,81.4,349.4,58.5,27.79,82.6,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 09:40:00,1567.0,41.1,20,49.3,80.9,347.7,69.2,27.45,72.7,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 09:50:00,1695.0,78.3,67.2,52.3,84.7,315.6,79.7,27.27,70.4,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 10:00:00,527.0,1.5,18.7,3.9,88.0,289.3,25.9,27.82,34.1,Normal,0,0,1,0,0,Normal operation
ISZ-009,2026-09-08 10:10:00,532.0,0,26.7,4.3,85.0,232.7,36.6,26.83,39.8,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 10:20:00,527.0,2.2,20.0,3.3,84.5,296.2,30.5,26.83,19.3,Normal,0,0,1,0,0,Normal operation
ISZ-009,2026-09-08 10:30:00,546.0,2.6,27.1,2.7,94.3,225.9,26.3,27.86,24.3,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 10:40:00,1510.0,30.0,22.3,57.1,92.9,296.3,64.8,27.8,138.8,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 10:50:00,1572.0,50.1,72.9,12.1,89.9,351.5,61.8,27.48,113.5,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 11:00:00,1697.0,77.3,78.8,38.4,87.9,323.5,67.6,26.65,75.4,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 11:10:00,1475.0,71.7,77.0,39.0,82.7,315.6,66.4,26.77,132.6,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 11:20:00,2200.0,47.6,63.3,13.6,87.5,332.1,63.2,26.94,128.8,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 11:30:00,2206.0,85.7,60.1,22.8,92.6,300.4,67.4,27.1,104.3,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 11:40:00,802.0,52.8,64.7,36.5,81.9,358.8,64.3,27.11,101.3,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 11:50:00,1837.0,70.0,63.2,62.0,86.5,273.6,65.8,27.09,92.1,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 12:00:00,1276.0,63.3,31.5,56.7,81.2,355.7,57.9,26.53,78.0,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 12:10:00,1529.0,29.0,77.8,51.2,85.0,347.7,61.9,26.39,132.2,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 12:20:00,2057.0,82.6,58.7,23.2,85.3,310.5,67.4,27.89,101.1,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 12:30:00,1670.0,47.4,87.6,60.1,89.3,339.8,58.9,26.9,112.4,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 12:40:00,1639.0,59.7,59.0,62.3,79.3,367.2,57.8,26.69,102.8,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 12:50:00,1651.0,50.0,30.8,16.2,76.9,349.9,65.3,27.11,115.7,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 13:00:00,1718.0,57.6,81.5,48.9,88.2,283.2,73.5,27.7,100.8,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 13:10:00,2007.0,74.7,88.7,72.3,87.9,352.4,66.8,27.44,115.2,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 13:20:00,1246.0,46.4,29.4,48.9,86.9,341.5,67.4,27.87,107.3,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 13:30:00,936.0,39.5,64.4,18.1,89.5,322.2,71.6,27.29,80.6,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 13:40:00,1525.0,46.6,22.5,51.9,85.9,326.7,60.7,27.75,111.3,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 13:50:00,2360.0,28.1,88.3,20.8,82.9,355.4,58.8,27.49,113.9,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 14:00:00,533.0,0,22.6,3.4,82.9,186.7,43.8,27.52,55.6,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 14:10:00,533.0,0.5,16.5,0,85.5,249.3,29.9,27.12,8,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 14:20:00,542.0,0,14.6,1.8,92.9,253.0,23.2,27.32,42.6,Normal,0,0,0,1,0,Normal operation
ISZ-009,2026-09-08 14:30:00,519.0,0,23.5,3.1,87.9,241.8,31.0,27.19,14.7,Normal,0,0,1,0,0,Normal operation
ISZ-009,2026-09-08 14:40:00,1551.0,74.5,95,72.1,88.4,297.9,75.9,27.09,98.9,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 14:50:00,1144.0,31.8,40.6,20.7,87.2,366.4,65.8,27.22,55.9,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 15:00:00,1259.0,51.0,61.3,36.3,86.1,343.3,54.0,27.91,90.7,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 15:10:00,1748.0,42.1,54.1,59.6,86.0,317.1,66.8,27.18,94.5,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 15:20:00,2075.0,20.2,53.6,36.5,88.4,313.9,67.5,26.49,86.8,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 15:30:00,800,45.9,44.1,52.0,93.6,283.7,48.0,27.57,84.3,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 15:40:00,1775.0,86.9,62.9,64.2,88.1,364.6,64.6,26.99,83.7,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 15:50:00,1560.0,19.8,86.2,56.7,87.1,364.8,58.0,26.58,106.1,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 16:00:00,1782.0,49.3,72.4,42.8,85.5,295.3,53.8,27.49,138.4,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 16:10:00,2151.0,63.2,20,8,88.0,311.7,57.2,26.9,44.9,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 16:20:00,1454.0,64.6,79.4,51.7,86.7,301.2,62.2,27.44,98.3,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 16:30:00,2006.0,76.5,75.0,69.0,87.9,351.4,61.2,27.03,122.1,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 16:40:00,2384.0,48.5,50.0,30.5,88.3,312.8,75.4,26.59,139.4,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 16:50:00,1237.0,39.6,45.6,35.6,81.1,291.7,59.5,27.65,127.1,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 17:00:00,1464.0,39.8,68.4,99.4,87.2,264.1,60.5,26.68,71.4,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 17:10:00,1951.0,42.6,49.7,57.4,83.1,338.3,52.6,27.07,116.1,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 17:20:00,958.0,41.7,72.5,55.3,86.0,319.7,73.4,27.35,61.3,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 17:30:00,1594.0,67.2,39.2,61.1,86.0,330.5,62.0,27.85,133.7,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 17:40:00,1279.0,71.7,79.5,56.1,84.1,298.4,72.8,26.16,140.5,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 17:50:00,1705.0,55.4,57.2,53.5,88.5,344.7,79.2,27.5,72.2,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 18:00:00,548.0,2.5,18.5,0,94.0,298.1,17.6,27.27,8,Normal,0,0,0,1,0,Normal operation
ISZ-009,2026-09-08 18:10:00,534.0,0.6,10.1,3.8,86.8,241.4,20.9,26.96,25.9,Normal,0,0,0,1,0,Normal operation
ISZ-009,2026-09-08 18:20:00,563.0,0,21.4,2.4,85.8,215.7,39.9,27.83,43.5,Normal,0,0,1,0,0,Normal operation
ISZ-009,2026-09-08 18:30:00,522.0,0,21.4,5.0,84.0,230.3,13.6,27.41,69.5,Normal,0,0,1,1,0,Normal operation
ISZ-009,2026-09-08 18:40:00,2152.0,55.6,45.7,29.7,81.7,352.2,71.4,27.33,66.5,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 18:50:00,1473.0,72.4,57.9,25.7,84.3,354.8,72.6,27.04,68.3,Normal,0,0,0,0,0,Normal operation
ISZ-009,2026-09-08 19:00:00,1622.0,32.6,47.5,49.9,82.6,347.9,66.6,23.48,115.8,Undercharge,1,0,0,0,0,Charging system undercharge
ISZ-009,2026-09-08 19:10:00,2322.0,24.7,60.5,13.8,88.6,321.2,58.1,21.75,56.4,Undercharge,1,0,0,0,0,Charging system undercharge
ISZ-009,2026-09-08 19:20:00,2043.0,57.1,93.0,47.4,88.0,320.4,59.1,21.91,60.2,Undercharge,1,0,0,0,0,Charging system undercharge
ISZ-009,2026-09-08 19:30:00,1783.0,29.7,62.8,48.3,86.2,336.8,73.4,21.64,82.0,Undercharge,1,0,0,0,0,Charging system undercharge
ISZ-009,2026-09-08 19:40:00,1531.0,43.6,60.2,39.3,84.1,271.9,68.5,21.75,132.9,Undercharge,1,0,0,0,0,Charging system undercharge
ISZ-009,2026-09-08 19:50:00,813.0,64.4,37.4,8,85.6,315.7,62.7,22.3,84.0,Undercharge,1,0,0,0,0,Charging system undercharge
ISZ-009,2026-09-08 20:00:00,1480.0,40.1,64.9,56.0,91.6,348.5,65.1,22.79,107.3,Undercharge,1,0,0,0,0,Charging system undercharge
ISZ-009,2026-09-08 20:10:00,1733.0,57.5,49.6,69.2,78.8,308.5,57.0,23.14,74.9,Undercharge,1,0,0,0,0,Charging system undercharge
ISZ-009,2026-09-08 20:20:00,1661.0,68.0,65.5,50.2,87.9,334.8,59.0,20.56,98.4,Undercharge,1,0,0,0,0,Charging system undercharge
ISZ-009,2026-09-08 20:30:00,1328.0,58.4,48.8,54.1,83.9,348.9,62.6,20.54,87.0,Undercharge,1,0,0,0,0,Charging system undercharge
ISZ-009,2026-09-08 20:40:00,2182.0,34.2,70.8,53.1,90.0,319.6,75.0,21.12,83.2,Undercharge,1,0,0,0,0,Charging system undercharge
ISZ-009,2026-09-08 20:50:00,1504.0,50.5,48.4,43.4,83.1,344.1,55.9,23.06,74.9,Undercharge,1,0,0,0,0,Charging system undercharge
ISZ-009,2026-09-08 21:00:00,1842.0,76.7,70.5,40.6,93.1,242.5,65.8,20.63,86.4,Undercharge,1,0,0,0,0,Charging system undercharge
ISZ-009,2026-09-08 21:10:00,1616.0,67.5,28.3,40.0,88.7,336.6,70.6,21.97,115.3,Undercharge,1,0,0,0,0,Charging system undercharge
